         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
        1    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
        8    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        1    0.000    0.000    0.000    0.000 {built-in method setVisible}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        1    0.025    0.025    0.025    0.025 {built-in method sizeHint}
      158    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       17    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      443    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method today}
    60005    0.088    0.000    0.088    0.000 {built-in method torch._C._get_tracing_state}
   750027    0.116    0.000    0.116    0.000 {built-in method torch._C._has_torch_function_unary}
    10009    0.006    0.000    0.006    0.000 {built-in method torch._C._has_torch_function_variadic}
   270000    0.102    0.000    0.102    0.000 {built-in method torch._C._has_torch_function}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
        6    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
    40004    0.871    0.000    0.871    0.000 {built-in method torch._C._nn.linear}
    20032    0.007    0.000    0.007    0.000 {built-in method torch._C._set_grad_enabled}
        8    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
    20000    0.214    0.000    0.214    0.000 {built-in method torch._ops.profiler._record_function_enter}
    20000    0.080    0.000    0.080    0.000 {built-in method torch._ops.profiler._record_function_exit}
        8    0.000    0.000    0.000    0.000 {built-in method torch.empty}
    30048    0.014    0.000    0.014    0.000 {built-in method torch.is_grad_enabled}
        1    0.000    0.000    0.000    0.000 {built-in method torch.mean}
    10001    0.198    0.000    0.198    0.000 {built-in method torch.norm}
    10000    0.132    0.000    0.132    0.000 {built-in method torch.ones_like}
   450000    5.636    0.000    5.636    0.000 {built-in method torch.roll}
    30003    0.253    0.000    0.253    0.000 {built-in method torch.sigmoid}
   180000    1.468    0.000    1.468    0.000 {built-in method torch.sum}
        1    0.000    0.000    0.000    0.000 {built-in method torch.tensor}
    10001    0.066    0.000    0.066    0.000 {built-in method torch.view_as_complex}
    10001    0.060    0.000    0.060    0.000 {built-in method torch.view_as_real}
    20000    0.192    0.000    0.192    0.000 {built-in method torch.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method update}
        8    0.000    0.000    0.000    0.000 {built-in method value}
        1    0.000    0.000    0.000    0.000 {built-in method width}
       11    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
        1    0.000    0.000    0.000    0.000 {function MainWindow.closeEvent at 0x7fb934ad11b0}
    27486    0.005    0.000    0.005    0.000 {function RcParams.__getitem__ at 0x7fb959537130}
       72    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7fb9acb13370}
        2    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x7fb958a155a0}
        3    0.000    0.000    0.000    0.000 {instance}
        2    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       74    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      126    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
     2669    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      292    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       14    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method '_storage' of 'torch._C._TensorBase' objects}
       39    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      988    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    80000    0.266    0.000    0.266    0.000 {method 'add_' of 'torch._C._TensorBase' objects}
      384    0.001    0.000    0.002    0.000 {method 'all' of 'numpy.generic' objects}
       13    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      390    0.000    0.000    0.002    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
   288860    0.043    0.000    0.043    0.000 {method 'append' of 'list' objects}
      324    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
    10001    0.091    0.000    0.091    0.000 {method 'clamp_min' of 'torch._C._TensorBase' objects}
       97    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       94    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       52    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       20    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
      728    0.001    0.000    0.001    0.000 {method 'compress' of 'zlib.Compress' objects}
        2    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
   270000    1.124    0.000    1.124    0.000 {method 'conj' of 'torch._C._TensorBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
     2654    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     1111    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
     2227    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
      816    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       49    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
    20017    0.011    0.000    0.011    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       32    0.000    0.000    0.000    0.000 {method 'draw_glyph_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
        6    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       77    0.003    0.000    0.003    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        7    0.001    0.000    0.001    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       14    0.000    0.000    0.000    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.000    0.000 {method 'emit' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
      225    0.000    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      179    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     3958    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
    10001    0.069    0.000    0.069    0.000 {method 'expand_as' of 'torch._C._TensorBase' objects}
       67    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      282    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      286    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       11    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
    10151    0.019    0.000    0.019    0.000 {method 'format' of 'str' objects}
    67642    0.017    0.000    0.023    0.000 {method 'get' of 'dict' objects}
      138    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      260    0.000    0.000    0.000    0.000 {method 'get_char_index' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.001    0.001    0.001    0.001 {method 'get_charmap' of 'matplotlib.ft2font.FT2Font' objects}
       46    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      138    0.000    0.000    0.000    0.000 {method 'get_glyph_name' of 'matplotlib.ft2font.FT2Font' objects}
       32    0.000    0.000    0.000    0.000 {method 'get_kerning' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 {method 'get_path' of 'matplotlib.ft2font.FT2Font' objects}
       18    0.000    0.000    0.000    0.000 {method 'get_sfnt_table' of 'matplotlib.ft2font.FT2Font' objects}
       40    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      478    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      163    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       91    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       15    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      137    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
        6    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
      161    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
    10000    0.032    0.000    0.032    0.000 {method 'item' of 'torch._C._TensorBase' objects}
       25    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
    19794    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      839    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
1605/1604    0.001    0.000    0.003    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'load' of '_pickle.Unpickler' objects}
      366    0.012    0.000    0.014    0.000 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
       32    0.001    0.000    0.001    0.000 {method 'load_glyph' of 'matplotlib.ft2font.FT2Font' objects}
    34386    0.006    0.000    0.006    0.000 {method 'lower' of 'str' objects}
       41    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     5066    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
       88    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       21    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    10000    0.007    0.000    0.007    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
      309    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
     2419    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
